Pclass,Name,Survived,Sex,Age,Hometown,Role,Role Additional info,Image,Misc Information,Lifeboat,Body Disposition,Job Area,Source of info 1,Source of info 2
n/a,"Wright, W ",0,male,40,Southampton,G. H. steward,,,,13,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Salussolia, Giovenz",0,male,25,London,Glass man, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Baines, Rich",0,male,24,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bannon, John",0,male,32,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Beattie, F.",0,male,34,Belfast,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bott, W.",0,male,44,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Castleman, E.",0,male,37,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Couch, J.",0,male,45,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Eastman, C.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Fay, F.",0,male,30,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Gardner, F.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Goree, F.",0,male,28,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Gregory, D.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jago, J.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jukes, J.",0,male,35,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Kearl, C.",0,male,24,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Kelly, Jas",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Kenchenten, Fredrick",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Kirkham, J.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"McInerney, T.",0,male,,Liverpool,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Moores, R.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Morris, A.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Olive, C.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Palles, T.",0,male,,Liverpool,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Phillips, G.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Pitfield, W.",0,male,,"Woolston, Hampshire",Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Pregnall, George",1,male,31,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ranger, Thomas",1,male,,Southampton,Greaser,,,,4,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Scott, Fred",1,male,,Southampton,Greaser,,,,4,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Self, A.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Stafford, M.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Tozer, J.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Veal, A.",0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"White, Alfred",1,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Woodford, H.",0,male,41,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hurst, Walter",1,male,27,Southampton,Greaser,,,,Collapsible B,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Caunt, W.",0,male,27,Southampton,Grill cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lovell, J ",0,male,38,Southampton,Grill cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"McCawley, T. W ",0,male,36,Southampton,Gymnasium,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Nannini, F ",0,male,42,Highbury Hill,Head waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Dunford, W ",0,male,41,Southampton,Hospital steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Mattman, A ",0,male,20,Southampton,Ice man, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Muller, L ",0,male,,Southampton,Interpreter,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Fitzpatrick, H.",0,male,,Belfast,Junior boilermaker,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Alsopp, Alfred S.",0,male,34,Southampton,Junior Electrician,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Mackie, W. D.",0,male,32,London,Junior fifth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Dodd, R.",0,male,27,Southampton,Junior fourth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ward, Arthur",0,male,24,Romsey,Junior fourth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Smith, James M.",0,male,35,Southampton,Junior fourth engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Harvey, Herbert G.",0,male,34,Southampton,Junior second assistant engineer,,,,,went down inside ship,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Shepherd, Jonathan",0,male,32,Southampton,Junior second assistant engineer,,,,,went down inside ship,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Harrison, N.",0,male,39,Southampton,Junior second engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"McReynolds, W.",0,male,22,Belfast,Junior sixth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Coy, F. E. G.",0,male,26,Southampton,Junior third assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Fraser, J.",0,male,,Southampton,Junior third assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Dodd, E. C.",0,male,38,Southampton,Junior third engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Beere, William",0,male,19,Southampton,Kitchen Porter,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hardwick, R ",1,male,21,Southampton,Kitchen porter,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Tietz, C ",0,male,27,Bridgwood,Kitchen porter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hemmings, Samuel Ernest",1,male,43,Southampton,Lamptrimmer,,,,4,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bolhens, H ",0,male,21,Southampton,Larder cook, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Slight, W ",0,male,,Southampton,Larder cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Barrett, Fredrick",1,male,28,Southampton,Leading fireman,,,,13,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Davies, T.",0,male,33,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ferris, W.",0,male,38,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ford, Thomas",0,male,30,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hendrickson, Charles",1,male,29,Southampton,Leading fireman,,,,1,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Keegan, Jas",0,male,38,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Mason, J.",0,male,39,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Mayo, W.",0,male,27,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Pugh, P.",1,male,31,"Northam, Hampshire",Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Small, William",0,male,40,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Threlfall, Thomas",1,male,38,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ward, J.",0,male,31,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Webber, F.",0,male,31,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Kelland, T ",0,male,21,Southampton,Library,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Allan, F ",0,male,17,Southampton,Lift attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,https://titanicfacts.net/titanic-crew/
n/a,"Carney, William",0,male,31,Liverpool,Lift attendant,,,,,yes,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"King, A ",0,male,18,Gateshead-On-Tyne,Lift attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Pacey, R ",0,male,17,Southampton,Lift attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Baxter, F ",0,male,48,Southampton,Linen keeper,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Evans, Alfred Frank",1,male,24,Southampton,Lookout,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Fleet, Fredrick",1,male,24,Southampton,Lookout,,,,6,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hogg, George Alfred",1,male,29,Southampton,Lookout,,,,7,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jewell, Archie",1,male,23,Southampton,Lookout,,,,7,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lee, Reginald Robinson",1,male,41,Southampton,Lookout,,,,13,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Symons, George",1,male,24,Weymouth,Lookout,,,,1,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Burke, R ",0,male,30,"Chandlersford, Hampshire",Lounge attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Gatti, L ",0,male,37,Southampton,Manager, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bailey, W.",1,male,43,Southampton,Master at arms,,,,16,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"King, T. W.",0,male,43,Great Yarmouth,Master-at-arms,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Wallis, Mrs ",0,female,35,Southampton,Matron,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Blake, Seaton",0,male,26,Southampton,Mess steward,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Coleman, J.",0,male,57,Southampton,Mess steward,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Fitzpatrick, C. W.",1,male,30,Southampton,Mess steward,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Gunnery, G.",0,male,24,Southampton,Mess steward,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Mathias, M.",0,male,27,Southampton,Mess-room steward,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Tamlyn, Fredrick",0,male,23,Southampton,Mess-room steward ,,,,,#123,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Turvey, C ",0,male,16,London,Page boy, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Abbott, E ",0,male,21,Southampton,Pantryman,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Seward, H ",1,male,,Southampton,Pantryman,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Simmons, W ",0,male,,Southampton,Pass cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jaillet, H ",0,male,28,London,Pastry cook, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Brailey, Theodore",0,male,,,Pianist,,,,,,The Band,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ball, Percy",1,male,19,Southampton,Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bradshaw, J ",0,male,43,Southampton,Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bunmell, F ",0,male,20,Liverpool,Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hiscock, S ",0,male,22,Southampton,Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hogue, E ",0,male,22,London,Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hopkins, F ",0,male,14,Southampton,Plate washer,,,One of 2 of the youngest crew members aboard the Titanic,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Light, C ",0,male,23,"Christschurch, Hampshire",Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Blumet, J ",0,male,26,Southampton,Plateman, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,Burrage. A ,1,male,20,Southampton,Plates,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Humby, F ",0,male,16,Southampton,Plates,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jones, A ",0,male,38,"Woolston, Hampshire",Plates,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Rous, A.",0,male,26,Southampton,Plumber,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Gwinn, William Logan",0,male,37,,Postal clerk,,,,,,The Postmasters,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"March, John Starr",0,male,50,,Postal clerk,,,,,,The Postmasters,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Smith, John Richard Jago",0,male,35,,Postal clerk,,,,,,The Postmasters,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Williamson, James Bertram",0,male,35,,Postal clerk,,,,,,The Postmasters,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Woody, Oscar S.",0,male,44,,Postal clerk,,,,,,The Postmasters,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Mishellany, A ",0,male,52,London,Printer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Denison, ? (not in RCC)",0,male,26,,Purser,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"McElroy, Herbert Walter",0,male,37,Southampton,Purser,,,,,yes,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"King, Ernest Waldron",0,male,28,Clones,Purser clerk,,,,,"#321, Fairview Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bright, Arthur John",1,male,41,Southampton,Quartermaster,,,,Collapsible D,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hitchens, Robert",1,male,29,Southampton,Quartermaster,,,,6,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Humphreys, James ",1,male,48,Southampton,Quartermaster,,,,11,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Olliver, Alfred",1,male,27,Southampton,Quartermaster,,,,5,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Perkis, Walter J.",1,male,37,"Bitterne, Hampshire",Quartermaster,,,,4,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Rowe, George Thomas",1,male,32,Gosport,Quartermaster,,,,Collapsible C,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Wynn, Walter",1,male,41,Southampton,Quartermaster,,,,9,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Wright, Fredrick",0,male,24,London,Racquet-court attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Dolby, J ",0,male,36,Southampton,Reception room attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Charboison, A ",0,male,25,London,Roast cook, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jones, H ",0,male,29,Alresford,Roast cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ahier, P ",0,male,20,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Allsop, F ",0,male,41,"Woolston, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Baggott, A ",1,male,28,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bagley, E ",0,male,31,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bailey, G ",0,male,36,"Brooklands, Shepperton",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Barker, E ",0,male,37,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Barringer, A ",0,male,33,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Barrows, W ",0,male,32,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Benhem, T ",0,male,29,Wokingham,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Best, E ",0,male,38,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Boughton, E ",0,male,24,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Boyd, J ",0,male,35,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Boyes, H ",0,male,36,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bristowe, H ",0,male,33,"Shortland, Kent",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Brown, Edward",1,male,34,Southampton,Saloon steward,,,,Collapsible A,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Brown, W ",0,male,28,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Burke, William",1,male,31,Southampton,Saloon steward,,,,10,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Burr, E ",0,male,29,"Woolston, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Butt, Robert",0,male,22,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Butterworth, J ",0,male,23,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Cartwright, J ",0,male,32,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Casswill, C ",0,male,32,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Cave, Herbert",0,male,34,Southampton,Saloon steward,,,,,"yes, buried Fairview Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Charman, John",0,male,25,Lewisham,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Cheverton, W. F. ",0,male,27,"Newport, Isle of Wight",Saloon steward,,,,,"yes, buried at sea",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Coleman, A ",0,male,28,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Conway, P ",0,male,25,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Cook, George",0,male,42,Weymouth,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Crafter, F ",0,male,27,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Crisp, H ",0,male,35,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Crowe, George F.",1,male,30,Southampton,Saloon steward,,,,14,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Dashwood, W ",0,male,19,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Davies, R. J ",0,male,26,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Deeble, A ",0,male,29,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Derrett, A ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Deslands, P ",0,male,26,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Dineage, J ",0,male,47,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Doughty, W ",0,male,22,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Dyer, W ",0,male,31,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Evans, George",0,male,32,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Fairall, H ",0,male,38,"Ryde, Isle of Wight",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Fenton, F ",0,male,,"Sholing, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Frankin, A ",0,male,29,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Fropper, R ",1,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Gibbons, J. W ",1,male,36,Harbor View,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Goshawk, A ",0,male,31,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Harris, C. W ",0,male,19,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Harrison, A ",1,male,40,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hartnell, Frederick",1,male,21,Southampton,Saloon steward,,,,8,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hawkesworth, John",0,male,38,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Helnen, J ",0,male,30,Lewisham,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hendy, E ",0,male,38,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hoare, Leo",0,male,21,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"House, W ",0,male,38,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
