,Pclass,Name,Survived,Sex,Age,Hometown,Role,Role Additional info,Image,Misc Information,Lifeboat,Body Disposition,Job Area,Source of info 1,Source of info 2,Home_Lat,Home_Lng
609,,"Goshawk, A ",0.0,male,31.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
610,,"Harris, C. W ",0.0,male,19.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
611,,"Harrison, A ",1.0,male,40.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
612,,"Hartnell, Frederick",1.0,male,21.0,Southampton,Saloon steward,,,,8,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
613,,"Hawkesworth, John",0.0,male,38.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
614,,"Helnen, J ",0.0,male,30.0,Lewisham,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.4414579,-0.0117006
615,,"Hendy, E ",0.0,male,38.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
616,,"Hoare, Leo",0.0,male,21.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
617,,"House, W ",0.0,male,38.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
618,,"Howell, A ",0.0,male,31.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
619,,"Jenner, H ",0.0,male,41.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
620,,"Jenson, C. V ",0.0,male,25.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
621,,"Johnson, James",1.0,male,41.0,Southampton,Saloon steward,,,,2,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
622,,"Jones, A ",0.0,male,17.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
623,,"Jones, Reginald V ",0.0,male,20.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
624,,"Keene, P ",1.0,male,28.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
625,,"Ketchley, H ",0.0,male,30.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
626,,"Kingscote, W. F ",0.0,male,43.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
627,,"Kitching, A ",0.0,male,30.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
628,,"Knight, George",1.0,male,44.0,"Woolston, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8935081,-1.3748443
629,,"Lake, W ",0.0,male,35.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
630,,"Lane, A. E ",0.0,male,34.0,"Woolston, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8935081,-1.3748443
631,,"Lawrence, A ",0.0,male,25.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
632,,"Lefever, G ",0.0,male,35.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
633,,"Littlejohn, A ",1.0,male,40.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
634,,"Lloyd, H ",0.0,male,32.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
635,,"Lucas, W ",1.0,male,34.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
636,,"Lydiatt, C ",0.0,male,38.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
637,,"MacKay, Charles D ",1.0,male,34.0,Southampton,Saloon steward,,,,11,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
638,,"McGrady, James",0.0,male,27.0,Southampton,Saloon steward,,,,,"#330, Fairview Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
639,,"McMicken, A ",1.0,male,23.0,Southampton,Saloon steward,,,,11,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
640,,"McMullen, J ",0.0,male,21.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
641,,"Mellor, A ",0.0,male,34.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
642,,"Middleton, M. V ",0.0,male,24.0,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
643,,"Moore, A ",0.0,male,39.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
644,,"Moss, William",0.0,male,34.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
645,,"Nicholls, T ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
646,,"Orpet, W ",0.0,male,31.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
647,,"Osborne, W ",0.0,male,32.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
648,,"Parsons, R ",0.0,male,18.0,"Ashbrittle, Somerset",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.985346,-3.343099
649,,"Perriton, H ",0.0,male,31.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
650,,"Phillimore, Harold",1.0,male,23.0,Southampton,Saloon steward,,,,14,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
651,,"Pryce, W ",0.0,male,22.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
652,,"Pusey, Jno",0.0,male,35.0,"Itchen, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.00149219999999,-1.3229982
653,,"Randall, F ",0.0,male,27.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
654,,"Ranson, Jas",0.0,male,33.0,Bristol,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.454513,-2.58791
655,,"Ray, Frederick Dent",1.0,male,32.0,Reading,Saloon steward,,,,13,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.4542645,-0.9781303
656,,"Revall, W ",0.0,male,31.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
657,,"Ridout, W ",0.0,male,29.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
658,,"Robinson, J ",0.0,male,30.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
659,,"Rogers, M ",0.0,male,27.0,Winchester,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.059771,-1.310142
660,,"Rowe, M ",0.0,male,31.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
661,,"Rummer, G ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
662,,"Russell, R ",0.0,male,17.0,"Redbridge, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.9207134,-1.4667451
663,,"Ryerson, W. E ",1.0,male,32.0,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
664,,"Samuels, W ",0.0,male,41.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
665,,"Saunders, D. E.",0.0,male,26.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
666,,"Scovell, R ",0.0,male,42.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
667,,"Shea, J ",0.0,male,39.0,"Woolston, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8935081,-1.3748443
668,,"Simmons, F. G ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
669,,"Skinner, E ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
670,,"Smillie, J ",0.0,male,38.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
671,,"Smith, R. G ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
672,,"Stagg, J. H ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
673,,"Stroud, E. A ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
674,,"Stroud, H ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
675,,"Strugnell, Jno",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
676,,"Symonds, J ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
677,,"Taylor, W ",0.0,male,21.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
678,,"Thomas, A. C ",1.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
679,,"Thomas, B ",1.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
680,,"Toms, F ",1.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
681,,"Turner, L ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
682,,"Veal, T ",0.0,male,38.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
683,,"Ward, William",1.0,male,36.0,Southampton,Saloon steward,,,,9,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
684,,"Warwick, F ",0.0,male,35.0,"Totton, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.9141239,-1.4985934
685,,"Weatherstone, T ",0.0,male,24.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
686,,"Wheelton, E ",1.0,male,,Southampton,Saloon steward,,,,11,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
687,,"White, L ",0.0,male,32.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
688,,"Whitely, Thomas",1.0,male,18.0,London,Saloon steward,,,,Collapsible B,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
689,,"Whitford, A ",0.0,male,37.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
690,,"Wormald, T.",0.0,male,36.0,Southampton,Saloon steward,,,,,"yes, buried Baron de Hirsch Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
691,,"Yearsley, H ",1.0,male,38.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
692,,"Yoshack, J ",0.0,male,31.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
693,,"Bietrix, G ",0.0,male,28.0,London,Sauce cook, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
694,,"Windebank, J ",0.0,male,,Southampton,sauce cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
695,,"Fei, Carlo",0.0,male,30.0,London,Sculleryman, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
696,,"Allen, E ",1.0,male,24.0,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
697,,"Bull, W ",0.0,male,30.0,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
698,,"Colgan, J ",1.0,male,33.0,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
699,,"Hall, F ",0.0,male,38.0,London,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
700,,"Hatch, H ",0.0,male,22.0,"Woolston, Hampshire",Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8935081,-1.3748443
701,,"Ings, W ",0.0,male,20.0,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
702,,"King, G ",0.0,male,20.0,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
703,,"Martin, A ",1.0,male,29.0,Fareham,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8548464,-1.1865868
704,,"Platt, W ",0.0,male,18.0,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
705,,"Ross, R ",0.0,male,36.0,"Woolston, Hampshire",Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8935081,-1.3748443
706,,"Shaw, H ",0.0,male,,Liverpool,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.4083714,-2.9915726
707,,"Simmonds, A ",1.0,male,,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
708,,"Smith, C ",0.0,male,38.0,"Itchen, Hampshire",Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.00149219999999,-1.3229982
709,,"Collins, John",1.0,male,17.0,Belfast,Scullion ,,,,Collapsible B,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,54.59728500000001,-5.93012
710,,"Parks, Sam",0.0,male,21.0,,Seaman,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
711,,"Giles, J ",0.0,male,30.0,Southampton,Second baker,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
712,,"Topp, T ",0.0,male,,Southampton,Second butcher,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
713,,"Martin, Miss M.",1.0,female,20.0,London,Second cashier, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
714,,"Witter, James",1.0,male,31.0,"Woolston, Hampshire",Second class smoke-room steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8935081,-1.3748443
715,,"Hesketh, James H.",0.0,male,33.0,Liverpool,Second engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.4083714,-2.9915726
716,,"Bride, Harold Sydney",1.0,male,22.0,London,Second Marconi operator,,,,Collapsible B,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
717,,"Lightoller, Charles Herbert",1.0,male,38.0,Southampton,Second officer,,,,Collapsible B,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
718,,"Tucker, B ",0.0,male,,Southampton,Second pantryman,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
719,,"Barker, Reginald L ",0.0,male,40.0,Southampton,Second Purser,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
720,,"Thompson, H ",0.0,male,,Southampton,Second storekeeper,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
721,,"Bochet, G ",0.0,male,43.0,London,Second waiter,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
722,,"Parsons, F. A.",0.0,male,27.0,Southampton,Senior fourth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
723,,"Dyer, Henry Ryland",0.0,male,24.0,Southampton,Senior fourth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
724,,"Hodgkinson, L.",0.0,male,,Southampton,Senior fourth engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
725,,"Wilson, Bertie",0.0,male,28.0,Southampton,Senior second assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
726,,"Farquharson, W.",0.0,male,39.0,Southampton,Senior second engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
727,,"Magee, W.",0.0,male,,Stirling,Senior sixth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,56.1165227,-3.9369029
728,,"Hodge, C.",0.0,male,,Southampton,Senior third assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
729,,Hosking. G. F.,0.0,male,36.0,Southampton,Senior third engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
730,,"Gill, P ",0.0,male,38.0,Southampton,Ship's cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
731,,"Moody, James Pell",0.0,male,,Grimsby,Sixth officer,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.567471,-0.080784
732,,"Webb, Brooke",0.0,male,,Southampton,Smoke-room steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
733,,"Janin, C ",0.0,male,29.0,London,Soup cook, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
734,,"Turner, G. F ",0.0,male,28.0,Southampton,Stenographer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
735,,"Akermann, A ",0.0,male,28.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
736,,"Barton, S ",0.0,male,25.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
737,,"Baxter, H. R ",0.0,male,51.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
738,,"Bristow, Robert C ",0.0,male,31.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
739,,"Brookman, J ",0.0,male,27.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
740,,"Cecil, C ",0.0,male,20.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
741,,"Chitty, G ",0.0,male,52.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
742,,"Cox, Denton",0.0,male,29.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
743,,"Daniels, S ",1.0,male,18.0,Southsea,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.783565,-1.085559
744,,"Edbrooke, F ",0.0,male,24.0,Landport,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8129544,-1.0866155
745,,"Ede, G. B ",0.0,male,22.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
746,,"Egg, W. H ",0.0,male,34.0,London,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
747,,"Evans, George",0.0,male,32.0,,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
748,,"Finch, H ",0.0,male,18.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
749,,"Foley, W. C ",1.0,male,26.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
750,,"Ford, E ",0.0,male,32.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
751,,"Fox, W. T ",0.0,male,27.0,"Totton, Hampshire",Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.9141239,-1.4985934
752,,"Halford, R ",1.0,male,22.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
753,,"Hill, H ",0.0,male,36.0,London,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
754,,"Hylands, Leo J ",1.0,male,19.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
755,,"Ingrouville, H ",0.0,male,21.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
756,,"Knight, L",0.0,male,21.0,Bishopstoke,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.9683429,-1.3237988
757,,"Leonard, M ",0.0,male,,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
758,,"Lewis, Arthur",1.0,male,27.0,Southampton,Steward,,,,,"yes, buried Fairview Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
759,,"Mabey, J ",0.0,male,23.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
760,,"Mantle, R ",0.0,male,36.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
761,,"Mullen, T ",0.0,male,20.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
762,,"Nichols, A ",0.0,male,42.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
